(0.482540, -0.335084, PING)
(-0.669212, 0.957293, PING)
(0.662224, 0.861988, PING)
(-0.521638, -0.677637, PING)
(0.792286, -0.601798, PING)
(0.335427, 0.543936, PING)
(0.669609, -0.809621, PING)
(0.057883, 0.802785, PING)
(0.038795, -0.809441, PING)
(0.728187, -0.604365, PING)
(0.068286, -0.239010, PING)
(0.456213, -0.654744, PING)
(-0.457567, -0.560065, METAL)
(0.719660, 0.034837, METAL)
(-0.340755, 0.640961, METAL)
(0.753725, -0.302800, METAL)
(-0.611283, -0.144046, METAL)
(-0.297843, -0.737038, METAL)
(-0.599390, -0.749017, METAL)
(0.327200, 0.289339, METAL)
(-0.238677, -0.547512, METAL)
(0.105775, -0.697821, METAL)
(0.427874, -0.846863, METAL)
(-0.422911, -0.728807, METAL)
(0.727592, 0.265268, METAL)
(0.727137, -0.453416, METAL)
(0.723052, 0.657426, METAL)
(0.644284, -0.537961, METAL)
(-0.267672, 0.762947, METAL)
(-0.576328, 0.846561, METAL)
(-0.157079, -0.685935, METAL)
(0.221266, -0.118827, METAL)
